SK_ID_CURR,TARGET
101897,0.41
101901,0.33
101903,0.4
101920,0.38
101921,0.31
101922,0.37
101961,0.36
101962,0.25
101971,0.33
101976,0.43
102002,0.41
102005,0.22
102007,0.38
102017,0.38
102019,0.38
102029,0.33
102051,0.42
102052,0.3
102054,0.2
102062,0.4
102067,0.4
102068,0.4
102070,0.37
102090,0.35
102092,0.36
102099,0.41
102100,0.42
102112,0.35
102113,0.31
102122,0.37
102123,0.49
102125,0.33
102126,0.49
102146,0.43
102147,0.48
102151,0.27
102158,0.38
102159,0.28
102162,0.47
102165,0.28
102166,0.42
102174,0.28
102193,0.48
102198,0.37
102205,0.44
102206,0.26
102218,0.38
102221,0.3
102230,0.37
102238,0.38
102248,0.35
102252,0.48
102259,0.36
102262,0.43
102273,0.45
102286,0.38
102293,0.33
102294,0.3
102296,0.37
102298,0.37
102303,0.25
102309,0.43
102315,0.23
102340,0.27
102342,0.38
102344,0.4
102346,0.36
102347,0.41
102374,0.34
102380,0.4
102387,0.29
102393,0.42
102403,0.36
102413,0.27
102414,0.26
102415,0.37
102416,0.39
102439,0.48
102441,0.35
102443,0.23
102444,0.4
102445,0.48
102448,0.38
102449,0.41
102450,0.45
102456,0.2
102458,0.33
102459,0.31
102465,0.32
102470,0.38
102471,0.34
102475,0.31
102476,0.48
102506,0.42
102509,0.38
102519,0.37
102522,0.32
102545,0.34
102549,0.39
102562,0.26
102563,0.33
102568,0.47
102582,0.38
102592,0.38
102597,0.35
102605,0.39
102614,0.3
102617,0.42
102634,0.34
102652,0.24
102655,0.39
102671,0.44
102694,0.37
102701,0.32
102703,0.27
102704,0.36
102713,0.35
102720,0.36
102731,0.3
102733,0.36
102749,0.47
102755,0.4
102763,0.36
102770,0.36
102772,0.37
102799,0.46
102838,0.34
102854,0.43
102862,0.39
102863,0.4
102867,0.33
102868,0.38
102878,0.33
102887,0.34
102898,0.55
102904,0.44
102912,0.36
102919,0.32
102927,0.47
102932,0.3
102933,0.37
102935,0.38
102958,0.36
102969,0.47
102971,0.31
102975,0.34
102979,0.44
102982,0.2
102987,0.37
102989,0.49
102995,0.36
102996,0.32
103000,0.4
103001,0.5
103004,0.4
103010,0.27
103025,0.41
103029,0.32
103046,0.36
103056,0.36
103062,0.41
103078,0.28
103083,0.32
103092,0.44
103096,0.31
103097,0.42
103102,0.33
103112,0.44
103132,0.42
103144,0.29
103145,0.36
103146,0.31
103147,0.38
103158,0.33
103171,0.31
103173,0.29
103184,0.37
103195,0.39
103196,0.27
103206,0.39
103230,0.34
103231,0.43
103232,0.42
103239,0.42
103240,0.38
103243,0.35
103252,0.42
103258,0.42
103259,0.43
103279,0.35
103280,0.27
103286,0.41
103287,0.55
103290,0.31
103298,0.38
103315,0.38
103319,0.38
103334,0.34
103336,0.4
103345,0.35
103368,0.31
103371,0.41
103377,0.34
103398,0.37
103404,0.35
103408,0.43
103410,0.42
103418,0.34
103420,0.37
103432,0.51
103433,0.32
103436,0.35
103440,0.28
103453,0.43
103459,0.31
103460,0.38
103461,0.27
103462,0.34
103473,0.36
103474,0.27
103475,0.38
103478,0.44
103480,0.35
103484,0.29
103494,0.33
103513,0.32
103515,0.35
103516,0.5
103525,0.4
103541,0.41
103544,0.34
103562,0.35
103570,0.54
103572,0.46
103574,0.32
103575,0.4
103591,0.45
103594,0.41
103609,0.35
103613,0.37
103614,0.51
103615,0.44
103624,0.36
103625,0.44
103628,0.51
103629,0.33
103647,0.4
103648,0.42
103651,0.42
103658,0.3
103668,0.36
103669,0.3
103676,0.47
103682,0.36
103683,0.44
103689,0.31
103725,0.38
103733,0.43
103744,0.32
103762,0.37
103771,0.54
103773,0.27
103783,0.23
103784,0.36
103808,0.38
103812,0.39
103813,0.4
103814,0.43
103818,0.52
103824,0.31
103828,0.41
103830,0.53
103840,0.26
103842,0.39
103847,0.53
103848,0.4
103851,0.4
103854,0.37
103857,0.42
103861,0.28
103862,0.42
103865,0.54
103870,0.32
103876,0.4
103891,0.4
103908,0.33
103914,0.49
103918,0.45
103940,0.29
103963,0.41
103966,0.51
103971,0.36
103980,0.32
103984,0.42
103985,0.25
103998,0.43
104019,0.36
104026,0.4
104035,0.46
104044,0.38
104045,0.31
104047,0.49
104051,0.38
104058,0.39
104063,0.39
104066,0.52
104087,0.21
104089,0.38
104095,0.28
104098,0.35
104104,0.28
104110,0.5
104120,0.52
104122,0.22
104131,0.27
104132,0.43
104135,0.41
104136,0.35
104149,0.44
104150,0.42
104156,0.44
104165,0.48
104175,0.29
104179,0.46
104184,0.4
104206,0.31
104216,0.38
104230,0.42
104257,0.34
104272,0.44
104273,0.39
104278,0.35
104294,0.45
104295,0.28
104297,0.26
104298,0.3
104308,0.48
104318,0.31
104319,0.41
104320,0.36
104327,0.42
104334,0.32
104344,0.34
104350,0.4
104351,0.35
104354,0.21
104369,0.47
104376,0.32
104381,0.31
104384,0.36
104391,0.35
104394,0.34
104398,0.44
104402,0.29
104408,0.36
104409,0.33
104410,0.48
104412,0.41
104417,0.43
104424,0.34
104426,0.35
104435,0.45
104445,0.34
104458,0.3
104460,0.35
104466,0.29
104472,0.42
104473,0.45
104479,0.38
104480,0.29
104482,0.51
104499,0.27
104501,0.33
104502,0.25
104506,0.38
104510,0.19
104512,0.47
104520,0.57
104528,0.45
104529,0.29
104541,0.33
104578,0.29
104584,0.39
104588,0.4
104602,0.41
104610,0.44
104611,0.42
104618,0.33
104620,0.37
104622,0.26
104624,0.3
104625,0.43
104634,0.36
104639,0.2
104646,0.34
104647,0.28
104652,0.36
104670,0.39
104677,0.38
104685,0.45
104691,0.36
104696,0.4
104699,0.36
104712,0.42
104714,0.37
104717,0.35
104718,0.27
104740,0.34
104741,0.33
104743,0.33
104744,0.38
104747,0.39
104767,0.37
104772,0.44
104776,0.46
104779,0.36
104814,0.35
104815,0.35
104830,0.24
104831,0.39
104833,0.39
104839,0.3
104840,0.28
104860,0.42
104861,0.43
104866,0.45
104870,0.41
104877,0.32
104878,0.36
104879,0.34
104880,0.3
104899,0.43
104906,0.48
104907,0.43
104913,0.43
104916,0.39
104921,0.36
104930,0.32
104931,0.38
104936,0.36
104937,0.28
104942,0.39
104943,0.5
104969,0.4
104972,0.43
104988,0.37
105013,0.43
105015,0.37
105019,0.42
105027,0.39
105030,0.4
105035,0.43
105041,0.34
105051,0.39
105056,0.43
105067,0.53
105071,0.29
105072,0.38
105074,0.47
105091,0.4
105101,0.3
105103,0.37
105134,0.37
105139,0.28
105142,0.49
105146,0.43
105163,0.31
105168,0.33
105172,0.35
105176,0.53
105195,0.47
105196,0.47
105197,0.34
105203,0.36
105223,0.39
105227,0.32
105228,0.37
105230,0.52
105231,0.45
105239,0.39
105242,0.39
105244,0.44
105245,0.36
105248,0.32
105249,0.34
105266,0.45
105271,0.44
105276,0.39
105282,0.31
105292,0.41
105297,0.26
105332,0.47
105333,0.28
105343,0.42
105344,0.41
105345,0.37
105357,0.31
105359,0.28
105366,0.31
105367,0.37
105370,0.27
105377,0.46
105390,0.42
105399,0.3
105403,0.34
105404,0.31
105414,0.27
105417,0.36
105425,0.48
105452,0.47
105454,0.4
105456,0.34
105470,0.27
105471,0.32
105483,0.45
105493,0.48
105508,0.56
105514,0.44
105515,0.32
105528,0.37
105529,0.44
105531,0.4
105532,0.32
105558,0.32
105574,0.3
105578,0.37
105584,0.41
105595,0.41
105617,0.4
105618,0.4
105621,0.29
105625,0.36
105629,0.38
105630,0.32
105634,0.33
105635,0.36
105641,0.35
105647,0.47
105648,0.22
105655,0.42
105657,0.31
105672,0.32
105678,0.38
105682,0.37
105691,0.44
105692,0.28
105706,0.38
105712,0.31
105720,0.24
105734,0.27
105735,0.38
105736,0.44
105737,0.33
105738,0.46
105740,0.43
105744,0.31
105747,0.49
105749,0.35
105754,0.47
105758,0.35
105760,0.38
105767,0.46
105784,0.44
105791,0.32
105802,0.37
105807,0.54
105809,0.39
105816,0.35
105817,0.3
105824,0.38
105832,0.25
105856,0.28
105865,0.39
105899,0.44
105906,0.4
105916,0.35
105923,0.4
105937,0.38
105965,0.39
105966,0.43
105968,0.44
105973,0.33
105976,0.42
105978,0.37
105979,0.21
105991,0.43
105998,0.51
105999,0.3
106000,0.44
106001,0.35
106010,0.41
106011,0.33
106013,0.39
106015,0.38
106026,0.36
106032,0.33
106035,0.39
106040,0.33
106041,0.46
106044,0.35
106053,0.37
106054,0.35
106065,0.47
106081,0.45
106083,0.44
106087,0.41
106090,0.42
106101,0.37
106102,0.32
106109,0.33
106116,0.43
106150,0.23
106155,0.44
106166,0.25
106176,0.36
106189,0.34
106199,0.37
106205,0.41
106206,0.35
106211,0.32
106214,0.37
106216,0.4
106217,0.34
106225,0.37
106249,0.45
106256,0.4
106258,0.39
106261,0.3
106262,0.39
106264,0.36
106271,0.43
106276,0.27
106277,0.41
106286,0.42
106293,0.34
106295,0.36
106296,0.39
106297,0.24
106298,0.32
106311,0.3
106314,0.43
106320,0.27
106334,0.39
106346,0.43
106347,0.26
106349,0.37
106354,0.35
106360,0.39
106373,0.33
106377,0.43
106386,0.39
106387,0.36
106391,0.26
106401,0.43
106411,0.44
106413,0.58
106426,0.36
106427,0.4
106428,0.35
106434,0.32
106438,0.34
106440,0.41
106441,0.33
106452,0.34
106453,0.36
106454,0.37
106457,0.42
106484,0.41
106488,0.34
106491,0.43
106514,0.34
106527,0.35
106528,0.37
106529,0.27
106534,0.44
106550,0.39
106577,0.45
106585,0.35
106590,0.3
106607,0.49
106610,0.34
106611,0.42
106612,0.3
106624,0.36
106631,0.27
106647,0.5
106660,0.41
106674,0.42
106687,0.31
106712,0.28
106713,0.43
106717,0.43
106720,0.37
106721,0.44
106724,0.35
106735,0.37
106739,0.34
106740,0.41
106754,0.3
106760,0.44
106761,0.34
106784,0.44
106787,0.37
106797,0.41
106798,0.46
106802,0.43
106803,0.38
106804,0.42
106805,0.3
106810,0.41
106812,0.42
106813,0.36
106817,0.4
106822,0.31
106823,0.24
106827,0.48
106841,0.4
106851,0.5
106852,0.3
106853,0.44
106854,0.5
106861,0.31
106873,0.41
106877,0.33
106878,0.26
106881,0.25
106900,0.33
106906,0.38
106907,0.35
106914,0.35
106916,0.33
106924,0.26
106931,0.43
106936,0.4
106937,0.32
106938,0.29
106939,0.38
106943,0.4
106944,0.44
106967,0.38
106980,0.38
106986,0.5
106987,0.3
106990,0.37
107013,0.26
107023,0.34
107033,0.32
107037,0.43
107048,0.34
107071,0.33
107081,0.3
107113,0.39
107130,0.52
107131,0.36
107145,0.36
107156,0.46
107219,0.34
107222,0.42
107223,0.44
107232,0.5
107245,0.4
107246,0.35
107247,0.42
107256,0.31
107259,0.2
107260,0.34
107279,0.46
107280,0.42
107281,0.38
107285,0.33
107329,0.42
107337,0.4
107349,0.37
107350,0.36
107351,0.4
107359,0.39
107391,0.48
107394,0.41
107395,0.37
107406,0.34
107416,0.37
107417,0.45
107418,0.44
107419,0.38
107444,0.38
107445,0.26
107446,0.47
107460,0.46
107470,0.38
107475,0.38
107520,0.32
107526,0.39
107527,0.31
107530,0.34
107532,0.45
107534,0.48
107535,0.41
107554,0.41
107556,0.35
107559,0.39
107561,0.27
107564,0.3
107566,0.36
107571,0.28
107590,0.5
107602,0.41
107625,0.36
107626,0.4
107635,0.34
107636,0.37
107645,0.35
107652,0.5
107655,0.44
107668,0.32
107670,0.36
107677,0.3
107680,0.44
107683,0.46
107684,0.39
107691,0.34
107692,0.36
107703,0.36
107709,0.27
107710,0.49
107721,0.46
107725,0.41
107727,0.31
107739,0.3
107740,0.33
107741,0.41
107747,0.36
107765,0.47
107768,0.36
107775,0.39
107782,0.42
107790,0.34
107801,0.34
107807,0.26
107811,0.29
107817,0.3
107826,0.27
107838,0.43
107839,0.41
107843,0.3
107847,0.4
107849,0.41
107850,0.46
107867,0.44
107871,0.42
107908,0.33
107913,0.38
107927,0.37
107931,0.4
107955,0.42
107962,0.35
107977,0.34
107978,0.39
107993,0.38
108010,0.36
108016,0.37
108018,0.46
108027,0.44
108045,0.42
108069,0.48
108082,0.25
108089,0.33
108092,0.43
108106,0.22
108112,0.28
108120,0.37
108122,0.46
108135,0.41
108170,0.39
108171,0.42
108177,0.32
108180,0.31
108183,0.34
108184,0.3
108185,0.38
108192,0.32
108195,0.36
108196,0.43
108218,0.29
108219,0.49
108243,0.48
108249,0.3
108251,0.25
108274,0.34
108280,0.55
108289,0.3
108292,0.34
108295,0.21
108327,0.3
108332,0.35
108346,0.42
108349,0.38
108353,0.34
108362,0.4
108363,0.35
108377,0.49
108378,0.45
108381,0.23
108383,0.42
108390,0.41
108407,0.41
108408,0.35
108411,0.31
108412,0.44
108419,0.4
108436,0.47
108437,0.41
108438,0.32
108441,0.37
108448,0.24
108449,0.41
108466,0.35
108467,0.49
108473,0.35
108474,0.34
108476,0.28
108479,0.25
108486,0.37
108493,0.18
108501,0.31
108506,0.45
108510,0.34
108511,0.4
108514,0.4
108517,0.3
108519,0.45
108522,0.24
108548,0.44
108554,0.35
108555,0.34
108559,0.34
108562,0.45
108571,0.3
108572,0.39
108579,0.4
108583,0.3
108584,0.36
108592,0.36
108602,0.33
108609,0.43
108613,0.43
108616,0.39
108618,0.44
108620,0.33
108643,0.3
108649,0.39
108654,0.46
108655,0.31
108656,0.29
108667,0.46
108668,0.4
108682,0.55
108690,0.38
108691,0.41
108692,0.43
108695,0.29
108699,0.34
108710,0.43
108718,0.39
108739,0.41
108740,0.4
108741,0.25
108742,0.34
108763,0.3
108767,0.4
108769,0.43
108779,0.45
108788,0.39
108801,0.36
108802,0.37
108810,0.43
108811,0.45
108813,0.28
108814,0.42
108825,0.33
108826,0.41
108830,0.43
108834,0.31
108852,0.32
108887,0.49
108901,0.41
108908,0.31
108910,0.34
108920,0.4
108922,0.35
108929,0.47
108930,0.34
108937,0.48
108938,0.32
108943,0.48
108948,0.25
108953,0.33
108956,0.44
108965,0.34
108985,0.48
108986,0.43
108987,0.38
108990,0.42
108991,0.39
108993,0.48
109000,0.53
109001,0.41
109012,0.5
109014,0.33
109015,0.35
109021,0.24
109037,0.4
109042,0.48
109044,0.41
109046,0.52
109064,0.29
109084,0.47
109086,0.35
109092,0.2
109093,0.53
109100,0.44
109101,0.28
109110,0.31
109114,0.42
109126,0.48
109152,0.3
109162,0.35
109167,0.33
109168,0.37
109169,0.35
109179,0.51
109184,0.37
109191,0.39
109192,0.34
109193,0.29
109196,0.38
109206,0.34
109210,0.26
109244,0.38
109249,0.38
109273,0.34
109276,0.45
109281,0.26
109287,0.49
109297,0.38
109298,0.37
109306,0.4
109309,0.38
109321,0.48
109328,0.4
109336,0.28
109342,0.42
109346,0.31
109347,0.38
109348,0.45
109362,0.35
109363,0.31
109367,0.32
109370,0.28
109393,0.42
109405,0.33
109413,0.4
109414,0.44
109421,0.48
109427,0.37
109428,0.36
109429,0.46
109437,0.4
109443,0.34
109461,0.34
109468,0.35
109469,0.35
109471,0.41
109479,0.4
109484,0.28
109501,0.45
109505,0.36
109535,0.29
109539,0.27
109544,0.36
109545,0.22
109551,0.42
109553,0.3
109555,0.32
109561,0.44
109580,0.35
109583,0.47
109593,0.38
109604,0.37
109620,0.38
109635,0.27
109637,0.41
109638,0.35
109642,0.36
109649,0.34
109652,0.33
109656,0.29
109663,0.35
109696,0.45
109700,0.48
109709,0.42
109735,0.36
109740,0.36
109741,0.4
109749,0.42
109764,0.27
109771,0.45
109772,0.41
109773,0.39
109798,0.42
109802,0.49
109804,0.36
109813,0.34
109818,0.27
109848,0.45
109850,0.37
109851,0.42
109855,0.32
109871,0.51
109877,0.45
109883,0.29
109886,0.23
109905,0.46
109936,0.42
109950,0.41
109958,0.34
109959,0.5
109969,0.41
109971,0.28
109984,0.31
109985,0.42
109988,0.31
109992,0.38
110005,0.52
110009,0.42
110011,0.51
110014,0.35
110026,0.28
110042,0.29
110058,0.34
110069,0.54
110080,0.37
110087,0.41
110091,0.31
110094,0.32
110098,0.45
110105,0.38
110117,0.37
110136,0.43
110138,0.39
110149,0.38
110164,0.35
110202,0.46
110212,0.25
110226,0.35
110236,0.35
110249,0.41
110257,0.32
110258,0.46
110277,0.26
110282,0.4
110284,0.32
110286,0.36
110289,0.32
110304,0.33
110319,0.4
110324,0.42
110326,0.4
110335,0.33
110337,0.5
110338,0.44
110343,0.31
110345,0.32
110347,0.48
110355,0.39
110359,0.27
110360,0.38
110364,0.45
110371,0.37
110372,0.31
110376,0.42
110379,0.37
110380,0.4
110393,0.43
110401,0.34
110406,0.34
110411,0.45
110416,0.27
110420,0.4
110443,0.39
110465,0.3
110468,0.33
110469,0.48
110471,0.39
110487,0.37
110491,0.33
110504,0.44
110547,0.32
110550,0.33
110559,0.3
110578,0.37
110582,0.42
110590,0.48
110598,0.37
110601,0.36
110602,0.42
110604,0.29
110625,0.44
110626,0.4
110636,0.31
110637,0.35
110638,0.47
110646,0.35
110648,0.35
110652,0.35
110681,0.22
110682,0.42
110687,0.37
110691,0.33
110694,0.29
110695,0.29
110696,0.3
110708,0.32
110710,0.39
110717,0.32
110730,0.42
110740,0.39
110742,0.38
110747,0.28
110761,0.33
110766,0.34
110769,0.37
110774,0.31
110803,0.23
110805,0.35
110809,0.44
110827,0.36
110832,0.23
110839,0.46
110859,0.48
110861,0.33
110863,0.43
110865,0.47
110881,0.43
110889,0.23
110891,0.39
110894,0.31
110895,0.37
110907,0.46
110914,0.46
110933,0.32
110934,0.37
110937,0.42
110953,0.25
110954,0.41
110958,0.46
110970,0.35
110974,0.37
110977,0.36
110989,0.35
110993,0.47
110994,0.41
111018,0.3
111019,0.32
111030,0.37
111032,0.28
111041,0.46
111045,0.31
111048,0.33
111052,0.42
111070,0.52
111084,0.46
111091,0.36
111104,0.37
111108,0.38
111112,0.42
111127,0.27
111142,0.45
111146,0.41
111165,0.38
111168,0.34
111169,0.36
111172,0.31
111173,0.29
111174,0.37
111175,0.43
111176,0.32
111177,0.27
111180,0.33
111182,0.3
111192,0.41
111194,0.36
111196,0.39
111197,0.29
111198,0.38
111205,0.45
111207,0.38
111222,0.31
111228,0.28
111233,0.3
111256,0.38
111258,0.26
111262,0.36
111263,0.49
111267,0.22
111269,0.51
111276,0.45
111277,0.42
111279,0.3
111290,0.25
111294,0.24
111295,0.47
111315,0.47
111318,0.35
111327,0.38
111328,0.36
111332,0.33
111338,0.33
111343,0.45
111344,0.39
111345,0.44
111347,0.29
111356,0.32
111359,0.45
111367,0.3
111368,0.44
111391,0.44
111408,0.31
111412,0.36
111419,0.5
111422,0.36
111423,0.43
111439,0.39
111452,0.49
111456,0.41
111467,0.38
111478,0.43
111482,0.36
111488,0.43
111503,0.4
111510,0.31
111512,0.36
111518,0.33
111532,0.34
111537,0.23
111541,0.34
111544,0.45
111550,0.36
111554,0.4
111560,0.51
111566,0.38
111567,0.39
111592,0.44
111618,0.37
111620,0.41
111627,0.35
111641,0.41
111646,0.53
111652,0.38
111657,0.29
111664,0.39
111665,0.43
111669,0.36
111673,0.37
111687,0.28
111688,0.34
111689,0.39
111694,0.3
111695,0.37
111698,0.31
111703,0.32
111709,0.31
111712,0.31
111715,0.37
111724,0.41
111730,0.34
111747,0.34
111760,0.3
111761,0.26
111763,0.3
111776,0.36
111777,0.35
111781,0.32
111793,0.31
111804,0.41
111810,0.42
111816,0.3
111818,0.4
111830,0.4
111832,0.33
111841,0.3
111842,0.35
111843,0.4
111846,0.44
111848,0.37
111856,0.27
111857,0.29
111877,0.27
111882,0.36
111883,0.35
111891,0.38
111893,0.39
111901,0.33
111912,0.41
111913,0.32
111955,0.31
111958,0.31
111960,0.44
111967,0.42
112000,0.39
112003,0.37
112015,0.36
112019,0.42
112020,0.38
112028,0.37
112029,0.43
112031,0.35
112039,0.34
112042,0.25
112049,0.32
112052,0.31
112054,0.22
112055,0.3
112063,0.39
112070,0.4
112071,0.31
112080,0.4
112083,0.27
112085,0.34
112089,0.31
112098,0.54
112100,0.36
112105,0.37
112124,0.26
112126,0.41
112127,0.31
112128,0.36
112148,0.33
112149,0.41
112165,0.37
112170,0.3
112171,0.3
112176,0.47
112186,0.48
112199,0.23
112203,0.42
112214,0.33
112215,0.34
112216,0.34
112224,0.4
112225,0.42
112231,0.35
112234,0.38
112235,0.32
112236,0.4
112254,0.53
112265,0.47
112271,0.28
112284,0.3
112287,0.45
112295,0.43
112303,0.47
112307,0.43
112310,0.32
112312,0.4
112313,0.3
112326,0.39
112333,0.32
112334,0.26
112339,0.38
112347,0.3
112350,0.38
112356,0.47
112357,0.41
112359,0.43
112360,0.43
112371,0.35
112385,0.44
112392,0.33
112401,0.4
112405,0.32
112414,0.39
112429,0.43
112448,0.39
112467,0.32
112468,0.39
112469,0.36
112491,0.32
112500,0.51
112510,0.46
112535,0.48
112537,0.35
112551,0.39
112552,0.38
112556,0.37
112577,0.34
112590,0.35
112593,0.28
112596,0.51
112601,0.29
112604,0.31
112622,0.28
112655,0.38
112663,0.38
112667,0.39
112670,0.29
112676,0.44
112677,0.34
112679,0.32
112683,0.36
112688,0.39
112692,0.36
112696,0.35
112702,0.26
112709,0.35
112720,0.47
112735,0.39
112738,0.59
112742,0.32
112748,0.34
112749,0.39
112766,0.34
112767,0.38
112769,0.38
112771,0.32
112775,0.32
112794,0.35
112795,0.4
112796,0.38
112815,0.34
112817,0.33
112821,0.42
112822,0.35
112829,0.38
112831,0.41
112835,0.38
112838,0.48
112842,0.38
112844,0.45
112845,0.36
112846,0.28
112847,0.31
112867,0.31
112868,0.47
112874,0.44
112879,0.35
112882,0.45
112886,0.34
112895,0.39
112896,0.4
112902,0.29
112904,0.37
112917,0.41
112932,0.38
112944,0.31
112946,0.35
112947,0.49
112948,0.36
112966,0.46
112967,0.4
112971,0.33
112973,0.33
112974,0.33
112978,0.43
112988,0.43
112992,0.49
113003,0.3
113004,0.36
113007,0.49
113020,0.41
113025,0.53
113032,0.33
113042,0.33
113047,0.41
113066,0.39
113067,0.45
113071,0.31
113087,0.35
113108,0.31
113109,0.32
113123,0.37
113128,0.44
113134,0.5
113151,0.39
113175,0.36
113181,0.31
113188,0.47
113191,0.29
113193,0.48
113201,0.47
113209,0.33
113222,0.43
113248,0.37
113272,0.48
113276,0.31
113287,0.36
113302,0.38
113308,0.35
113316,0.39
113318,0.36
113320,0.47
113322,0.51
113325,0.41
113326,0.41
113332,0.29
113346,0.46
113352,0.27
113361,0.3
113362,0.3
113365,0.45
113366,0.42
113368,0.37
113382,0.35
113385,0.36
113390,0.4
113391,0.33
113393,0.43
113396,0.42
113397,0.4
113402,0.39
113403,0.4
113405,0.37
113406,0.34
113410,0.51
113413,0.24
113418,0.34
113419,0.4
113435,0.5
113438,0.33
113447,0.34
113458,0.47
113466,0.24
113475,0.34
113482,0.44
113490,0.31
113505,0.4
113508,0.32
113520,0.3
113532,0.3
113535,0.29
113549,0.28
113557,0.4
113558,0.22
113561,0.32
113566,0.32
113569,0.41
113574,0.32
113576,0.3
113577,0.37
113585,0.3
113587,0.37
113599,0.41
113601,0.39
113602,0.42
113605,0.34
113609,0.45
113611,0.45
113616,0.42
113627,0.46
113631,0.37
113643,0.39
113652,0.42
113657,0.41
113659,0.39
113672,0.53
113680,0.33
113692,0.46
113694,0.34
113695,0.38
113701,0.37
113733,0.34
113738,0.45
113740,0.39
113742,0.39
113777,0.26
113783,0.39
113788,0.36
113789,0.36
113791,0.47
113795,0.38
113799,0.34
113805,0.34
113820,0.4
113822,0.34
113824,0.4
113829,0.38
113832,0.38
113833,0.44
113841,0.28
113849,0.3
113862,0.4
113863,0.41
113864,0.39
113870,0.35
113875,0.49
113882,0.32
113887,0.37
113894,0.41
113909,0.36
113930,0.42
113936,0.45
113939,0.41
113942,0.44
113943,0.55
113945,0.4
113947,0.34
113950,0.22
113951,0.43
113957,0.29
113966,0.51
113967,0.4
113977,0.32
113984,0.41
113986,0.38
113992,0.3
113998,0.29
113999,0.45
114003,0.32
