SK_ID_CURR,TARGET
108990,0.14
108991,0.26
108993,0.29
109000,0.21
109001,0.2
109012,0.33
109014,0.23
109015,0.22
109021,0.08
109037,0.13
109042,0.25
109044,0.18
109046,0.46
109064,0.13
109084,0.26
109086,0.16
109092,0.13
109093,0.26
109100,0.21
109101,0.15
109110,0.26
109114,0.18
109126,0.29
109152,0.18
109162,0.2
109167,0.13
109168,0.27
109169,0.21
109179,0.26
109184,0.17
109191,0.22
109192,0.13
109193,0.14
109196,0.13
109206,0.28
109210,0.14
109244,0.24
109249,0.14
109273,0.2
109276,0.26
109281,0.22
109287,0.13
109297,0.22
109298,0.15
109306,0.11
109309,0.22
109321,0.26
109328,0.32
109336,0.17
109342,0.16
109346,0.11
109347,0.12
109348,0.26
109362,0.18
109363,0.13
109367,0.13
109370,0.19
109393,0.26
109405,0.21
109413,0.18
109414,0.43
109421,0.13
109427,0.22
109428,0.15
109429,0.3
109437,0.17
109443,0.19
109461,0.13
109468,0.14
109469,0.08
109471,0.24
109479,0.16
109484,0.1
109501,0.17
109505,0.2
109535,0.15
109539,0.06
109544,0.15
109545,0.14
109551,0.21
109553,0.16
109555,0.13
109561,0.16
109580,0.17
109583,0.31
109593,0.25
109604,0.24
109620,0.17
109635,0.11
109637,0.48
109638,0.16
109642,0.24
109649,0.24
109652,0.19
109656,0.16
109663,0.16
109696,0.29
109700,0.26
109709,0.22
109735,0.15
109740,0.11
109741,0.14
109749,0.22
109764,0.13
109771,0.23
109772,0.1
109773,0.29
109798,0.13
109802,0.19
109804,0.12
109813,0.14
109818,0.27
109848,0.2
109850,0.19
109851,0.14
109855,0.1
109871,0.35
109877,0.15
109883,0.12
109886,0.17
109905,0.2
109936,0.27
109950,0.29
109958,0.21
109959,0.23
109969,0.15
109971,0.13
109984,0.2
109985,0.34
109988,0.13
109992,0.17
110005,0.2
110009,0.18
110011,0.46
110014,0.15
110026,0.24
110042,0.15
110058,0.16
110069,0.2
110080,0.19
110087,0.18
110091,0.16
110094,0.18
110098,0.25
110105,0.16
110117,0.18
110136,0.22
110138,0.23
110149,0.16
110164,0.21
110202,0.18
110212,0.15
110226,0.17
110236,0.16
110249,0.07
110257,0.18
110258,0.16
110277,0.08
110282,0.25
110284,0.09
110286,0.21
110289,0.17
110304,0.11
110319,0.18
110324,0.19
110326,0.12
110335,0.21
110337,0.16
110338,0.15
110343,0.16
110345,0.16
110347,0.25
110355,0.07
110359,0.13
110360,0.3
110364,0.2
110371,0.21
110372,0.12
110376,0.26
110379,0.23
110380,0.16
110393,0.13
110401,0.36
110406,0.08
110411,0.15
110416,0.1
110420,0.07
110443,0.2
110465,0.08
110468,0.24
110469,0.28
110471,0.31
110487,0.29
110491,0.18
110504,0.12
110547,0.13
110550,0.12
110559,0.32
110578,0.33
110582,0.21
110590,0.1
110598,0.2
110601,0.29
110602,0.13
110604,0.12
110625,0.38
110626,0.3
110636,0.25
110637,0.22
110638,0.2
110646,0.22
110648,0.15
110652,0.19
110681,0.18
110682,0.12
110687,0.21
110691,0.13
110694,0.15
110695,0.09
110696,0.2
110708,0.17
110710,0.13
110717,0.26
110730,0.22
110740,0.11
110742,0.12
110747,0.16
110761,0.16
110766,0.23
110769,0.06
110774,0.22
110803,0.13
110805,0.19
110809,0.2
110827,0.18
110832,0.24
110839,0.19
110859,0.16
110861,0.09
110863,0.36
110865,0.23
110881,0.26
110889,0.12
110891,0.12
110894,0.1
110895,0.24
110907,0.28
110914,0.22
110933,0.16
110934,0.16
110937,0.21
110953,0.07
110954,0.2
110958,0.33
110970,0.29
110974,0.22
110977,0.26
110989,0.15
110993,0.32
110994,0.28
111018,0.13
111019,0.23
111030,0.13
111032,0.23
111041,0.12
111045,0.16
111048,0.26
111052,0.21
111070,0.31
111084,0.18
111091,0.23
111104,0.09
111108,0.2
111112,0.12
111127,0.06
111142,0.19
111146,0.25
111165,0.23
111168,0.09
111169,0.32
111172,0.12
111173,0.16
111174,0.26
111175,0.25
111176,0.19
111177,0.2
111180,0.18
111182,0.09
111192,0.15
111194,0.2
111196,0.24
111197,0.1
111198,0.14
111205,0.13
111207,0.14
111222,0.2
111228,0.19
111233,0.12
111256,0.12
111258,0.09
111262,0.19
111263,0.17
111267,0.14
111269,0.18
111276,0.24
111277,0.32
111279,0.2
111290,0.18
111294,0.16
111295,0.19
111315,0.3
111318,0.22
111327,0.17
111328,0.26
111332,0.24
111338,0.05
111343,0.25
111344,0.12
111345,0.43
111347,0.12
111356,0.17
111359,0.13
111367,0.13
111368,0.09
111391,0.25
111408,0.12
111412,0.13
111419,0.22
111422,0.16
111423,0.36
111439,0.08
111452,0.39
111456,0.18
111467,0.23
111478,0.24
111482,0.13
111488,0.24
111503,0.26
111510,0.15
111512,0.15
111518,0.22
111532,0.16
111537,0.1
111541,0.17
111544,0.15
111550,0.22
111554,0.19
111560,0.33
111566,0.17
111567,0.32
111592,0.13
111618,0.21
111620,0.19
111627,0.08
111641,0.27
111646,0.29
111652,0.14
111657,0.13
111664,0.24
111665,0.18
111669,0.15
111673,0.17
111687,0.17
111688,0.1
111689,0.1
111694,0.1
111695,0.23
111698,0.15
111703,0.22
111709,0.12
111712,0.16
111715,0.24
111724,0.2
111730,0.16
111747,0.18
111760,0.12
111761,0.09
111763,0.17
111776,0.18
111777,0.13
111781,0.08
111793,0.14
111804,0.26
111810,0.3
111816,0.17
111818,0.24
111830,0.14
111832,0.18
111841,0.15
111842,0.26
111843,0.16
111846,0.28
111848,0.27
111856,0.07
111857,0.15
111877,0.15
111882,0.13
111883,0.3
111891,0.12
111893,0.14
111901,0.14
111912,0.22
111913,0.13
111955,0.13
111958,0.16
111960,0.16
111967,0.22
112000,0.24
112003,0.23
112015,0.3
112019,0.32
112020,0.14
112028,0.14
112029,0.15
112031,0.13
112039,0.26
112042,0.14
112049,0.05
112052,0.14
112054,0.09
112055,0.22
112063,0.22
112070,0.25
112071,0.22
112080,0.23
112083,0.17
112085,0.18
112089,0.09
112098,0.32
112100,0.2
112105,0.16
112124,0.1
112126,0.18
112127,0.2
112128,0.21
112148,0.21
112149,0.19
112165,0.16
112170,0.15
112171,0.14
112176,0.22
112186,0.08
112199,0.11
112203,0.16
112214,0.2
112215,0.15
112216,0.16
112224,0.12
112225,0.14
112231,0.43
112234,0.14
112235,0.12
112236,0.24
112254,0.25
112265,0.22
112271,0.11
112284,0.22
112287,0.17
112295,0.24
112303,0.28
112307,0.21
112310,0.22
112312,0.2
112313,0.19
112326,0.24
112333,0.18
112334,0.14
112339,0.14
112347,0.23
112350,0.22
112356,0.16
112357,0.12
112359,0.22
112360,0.16
112371,0.2
112385,0.2
112392,0.18
112401,0.25
112405,0.2
112414,0.25
112429,0.19
112448,0.22
112467,0.19
112468,0.2
112469,0.29
112491,0.23
112500,0.27
112510,0.39
112535,0.32
112537,0.15
112551,0.21
112552,0.15
112556,0.23
112577,0.24
112590,0.21
112593,0.12
112596,0.28
112601,0.06
112604,0.24
112622,0.09
112655,0.08
112663,0.13
112667,0.14
112670,0.09
112676,0.16
112677,0.22
112679,0.13
112683,0.2
112688,0.2
112692,0.19
112696,0.27
112702,0.1
112709,0.05
112720,0.15
112735,0.12
112738,0.19
112742,0.1
112748,0.2
112749,0.13
112766,0.21
112767,0.12
112769,0.09
112771,0.21
112775,0.16
112794,0.21
112795,0.2
112796,0.16
112815,0.06
112817,0.09
112821,0.29
112822,0.19
112829,0.13
112831,0.33
112835,0.15
112838,0.08
112842,0.12
112844,0.29
112845,0.11
112846,0.15
112847,0.13
112867,0.25
112868,0.1
112874,0.08
112879,0.16
112882,0.21
112886,0.24
112895,0.17
112896,0.23
112902,0.19
112904,0.18
112917,0.4
112932,0.21
112944,0.16
112946,0.22
112947,0.22
112948,0.17
112966,0.26
112967,0.14
112971,0.19
112973,0.23
112974,0.09
112978,0.28
112988,0.16
112992,0.34
113003,0.15
113004,0.21
113007,0.38
113020,0.19
113025,0.28
113032,0.14
113042,0.25
113047,0.08
113066,0.22
113067,0.18
113071,0.16
113087,0.24
113108,0.09
113109,0.17
113123,0.14
113128,0.39
113134,0.2
113151,0.11
113175,0.33
113181,0.12
113188,0.22
113191,0.13
113193,0.28
113201,0.29
113209,0.19
113222,0.24
113248,0.09
113272,0.15
113276,0.09
113287,0.18
113302,0.18
113308,0.29
113316,0.29
113318,0.18
113320,0.21
113322,0.31
113325,0.33
113326,0.25
113332,0.16
113346,0.28
113352,0.15
113361,0.2
113362,0.17
113365,0.2
113366,0.13
113368,0.13
113382,0.12
113385,0.09
113390,0.29
113391,0.13
113393,0.23
113396,0.31
113397,0.18
113402,0.16
113403,0.16
113405,0.2
113406,0.17
113410,0.43
113413,0.11
113418,0.22
113419,0.24
113435,0.27
113438,0.19
113447,0.18
113458,0.21
113466,0.1
113475,0.1
113482,0.27
113490,0.19
113505,0.16
113508,0.18
113520,0.1
113532,0.16
113535,0.15
113549,0.2
113557,0.23
113558,0.16
113561,0.17
113566,0.06
113569,0.15
113574,0.17
113576,0.26
113577,0.11
113585,0.13
113587,0.28
113599,0.28
113601,0.2
113602,0.14
113605,0.17
113609,0.24
113611,0.24
113616,0.14
113627,0.54
113631,0.29
113643,0.22
113652,0.27
113657,0.14
113659,0.08
113672,0.2
113680,0.1
113692,0.29
113694,0.1
113695,0.21
113701,0.18
113733,0.14
113738,0.19
113740,0.23
113742,0.11
113777,0.13
113783,0.23
113788,0.18
113789,0.19
113791,0.23
113795,0.17
113799,0.23
113805,0.13
113820,0.19
113822,0.09
113824,0.13
113829,0.21
113832,0.16
113833,0.17
113841,0.17
113849,0.26
113862,0.36
113863,0.23
113864,0.16
113870,0.14
113875,0.15
113882,0.06
113887,0.19
113894,0.18
113909,0.15
113930,0.22
113936,0.28
113939,0.11
113942,0.14
113943,0.33
113945,0.23
113947,0.13
113950,0.14
113951,0.17
113957,0.14
113966,0.28
113967,0.27
113977,0.14
113984,0.17
113986,0.17
113992,0.13
113998,0.1
113999,0.27
114003,0.15
